,gender,race,age,height,Colorblind
5014,female,white,21,153.7,False
5015,female,white,21,162.61,False
5016,female,white,21,154.9,False
5017,male,black,28,159.62,False
5018,female,white,21,176.46,False
5019,female,white,21,162.93,False
5020,female,white,21,154.64,False
5021,male,white,14,146.16,False
5022,male,white,14,156.54,False
5023,male,white,14,146.78,True
5024,male,asian,21,165.39,False
5025,female,white,21,172.35,False
5026,male,asian,21,145.81,False
5027,female,white,21,154.04,False
5028,male,white,14,161.13,False
5029,male,white,14,151.93,False
5030,male,white,14,142.84,False
5031,female,asian,19,169.33,False
5032,female,white,21,167.6,False
5033,male,asian,21,157.06,False
5034,female,white,21,167.39,False
5035,male,asian,21,166.18,False
5036,female,asian,19,155.28,False
5037,female,black,29,160.92,False
5038,male,asian,21,166.61,False
5039,male,white,14,161.21,False
5040,female,asian,19,149.59,False
5041,female,white,21,178.52,False
5042,female,asian,19,165.91,False
5043,male,white,14,157.72,False
5044,female,asian,19,170.04,False
5045,male,black,28,157.05,False
5046,male,white,14,159.67,True
5047,male,white,14,162.29,False
5048,male,black,28,169.4,False
5049,female,white,21,159.23,False
5050,female,asian,19,154.92,False
5051,female,black,29,166.88,False
5052,female,asian,19,154.27,False
5053,female,asian,19,166.74,False
5054,male,asian,21,167.16,False
5055,male,white,14,148.08,False
5056,female,white,21,168.45,False
5057,female,black,29,156.54,False
5058,female,white,21,173.07,False
5059,female,black,29,173.31,False
5060,male,asian,21,153.17,False
5061,male,black,28,148.84,False
5062,female,asian,19,153.41,False
5063,male,asian,21,159.21,False
5064,female,asian,19,183.49,False
5065,male,black,28,159.82,False
5066,female,asian,19,152.39,False
5067,male,white,14,153.33,False
5068,male,white,14,169.52,False
5069,female,white,21,166.58,False
5070,male,white,14,156.56,False
5071,male,white,14,150.39,False
5072,female,white,21,161.09,False
5073,male,white,14,156.81,False
5074,male,white,14,149.25,False
5075,male,white,14,160.9,False
5076,male,asian,21,144.74,False
5077,male,hispanic,23,165.61,False
5078,female,black,29,150.37,False
5079,male,asian,21,161.43,False
5080,male,asian,21,163.17,False
5081,male,white,14,156.12,False
5082,female,white,21,165.97,False
5083,male,asian,21,147.75,False
5084,male,white,14,161.57,False
5085,male,asian,21,169.47,True
5086,male,black,28,156.28,False
5087,male,white,14,148.31,False
5088,female,asian,19,167.62,False
5089,male,asian,21,161.23,True
5090,male,asian,21,163.23,False
5091,female,white,21,171.0,False
5092,female,asian,19,152.8,False
5093,male,asian,21,157.43,False
5094,female,black,29,154.75,False
5095,male,asian,21,156.3,False
5096,male,white,14,157.11,False
5097,male,white,14,163.79,False
5098,male,black,28,160.27,False
5099,male,asian,21,171.48,False
5100,female,white,21,173.89,False
5101,female,asian,19,152.83,False
5102,female,white,21,165.49,False
5103,female,asian,19,157.11,False
5104,male,white,14,154.8,False
5105,male,white,14,173.31,False
5106,female,asian,19,157.6,False
5107,male,white,14,158.24,True
5108,male,white,14,169.79,False
5109,male,white,14,160.79,False
5110,male,asian,21,146.88,False
5111,male,white,14,158.87,False
5112,male,asian,21,153.87,True
5113,male,white,14,169.46,False
5114,male,asian,21,161.56,False
5115,male,white,14,161.53,True
5116,male,asian,21,148.79,False
5117,male,asian,21,167.74,False
5118,male,white,14,152.18,False
5119,male,black,28,156.13,False
5120,male,black,28,150.38,False
5121,male,white,14,164.34,False
5122,male,white,14,158.51,False
5123,male,white,14,148.79,False
5124,female,white,21,151.9,False
5125,female,asian,19,159.54,False
5126,male,white,14,178.23,False
5127,male,asian,21,167.97,True
5128,female,white,21,153.81,False
5129,female,asian,19,169.45,False
5130,female,asian,19,149.13,False
5131,male,white,14,147.57,False
5132,female,asian,19,159.55,False
5133,female,white,21,158.75,False
5134,female,white,21,153.34,False
5135,female,white,21,139.76,False
5136,female,white,21,151.64,False
5137,female,white,21,162.67,False
5138,male,white,14,146.38,False
5139,male,white,14,158.08,False
5140,female,black,29,157.6,False
5141,female,asian,19,169.3,False
5142,female,white,21,156.58,False
5143,male,asian,21,167.12,False
5144,female,white,21,148.17,False
5145,male,white,14,156.6,False
5146,female,asian,19,157.48,False
5147,male,asian,21,152.75,False
5148,male,asian,21,162.43,False
5149,male,black,28,157.56,False
5150,male,asian,21,159.63,False
5151,female,asian,19,158.94,False
5152,male,white,14,169.13,False
5153,female,asian,19,173.08,False
5154,male,white,14,151.51,False
5155,male,white,14,152.17,False
5156,female,white,21,161.99,False
5157,female,asian,19,171.03,False
5158,female,black,29,152.29,False
5159,female,asian,19,155.91,False
5160,male,white,14,172.67,False
5161,female,black,29,166.34,False
5162,female,black,29,161.2,False
5163,female,white,21,162.86,False
5164,female,asian,19,173.75,False
5165,male,white,14,166.11,False
5166,male,white,14,160.12,True
5167,female,black,29,152.51,False
5168,female,asian,19,151.37,False
5169,female,white,21,161.13,False
5170,female,black,29,166.31,False
5171,female,asian,19,159.89,False
5172,male,white,14,163.47,False
5173,female,asian,19,160.06,False
5174,male,white,14,159.78,True
5175,male,white,14,170.13,False
5176,female,white,21,159.29,False
5177,male,white,14,165.04,False
5178,female,white,21,166.49,False
5179,female,black,29,152.89,False
5180,male,white,14,163.9,False
5181,female,black,29,164.5,False
5182,male,white,14,163.79,False
5183,male,white,14,143.26,False
5184,female,white,21,149.15,False
5185,female,asian,19,138.95,False
5186,male,white,14,158.51,False
5187,female,white,21,159.03,False
5188,female,asian,19,152.01,False
5189,male,black,28,162.94,False
5190,male,white,14,172.38,True
5191,female,black,29,157.89,False
5192,male,black,28,150.68,False
5193,female,black,29,163.52,False
5194,female,asian,19,152.27,False
5195,male,black,28,160.38,False
5196,female,white,21,151.04,False
5197,female,black,29,178.03,False
5198,female,black,29,170.67,False
5199,female,white,21,164.11,False
5200,female,black,29,156.16,False
5201,female,white,21,166.98,False
5202,female,white,21,158.99,False
5203,male,white,14,156.61,False
5204,female,white,21,153.86,False
5205,female,black,29,159.39,False
5206,female,white,21,174.17,False
5207,female,asian,19,168.97,False
5208,male,asian,21,159.98,False
5209,female,white,21,173.82,False
5210,male,asian,21,150.08,False
5211,male,asian,21,166.53,False
5212,female,asian,19,153.15,False
5213,male,white,14,169.32,False
5214,male,asian,21,157.25,False
5215,male,asian,21,166.68,False
5216,female,asian,19,166.32,False
5217,male,black,28,159.15,False
5218,male,asian,21,149.31,False
5219,female,asian,19,153.22,False
5220,female,black,29,165.15,False
5221,male,white,14,164.79,False
5222,female,asian,19,160.21,False
5223,male,black,28,166.51,False
5224,male,asian,21,154.05,False
5225,female,white,21,154.84,False
5226,female,white,21,168.71,False
5227,female,white,21,173.68,False
5228,male,black,28,170.59,False
5229,female,white,21,169.27,False
5230,male,asian,21,158.06,False
5231,female,white,21,156.27,False
5232,female,asian,19,150.14,False
5233,female,white,21,151.38,False
5234,male,asian,21,165.13,False
5235,female,asian,19,169.33,False
5236,male,white,14,169.13,False
5237,female,white,21,170.43,False
5238,male,white,14,162.09,False
5239,male,asian,21,164.01,False
5240,female,asian,19,173.85,False
5241,male,asian,21,158.4,False
5242,female,white,21,172.9,False
5243,female,white,21,155.79,False
5244,female,asian,19,158.23,False
5245,female,white,21,153.77,False
5246,female,white,21,166.51,False
5247,male,asian,21,158.0,False
5248,female,black,29,150.77,False
5249,male,asian,21,143.17,False
5250,female,black,29,161.92,False
5251,female,white,21,172.92,False
5252,male,white,14,157.95,False
5253,female,white,21,159.7,False
5254,male,asian,21,163.18,False
5255,female,asian,19,159.79,False
5256,female,asian,19,147.07,False
5257,male,asian,21,154.87,False
5258,female,white,21,167.97,False
5259,male,white,14,169.47,False
5260,male,asian,21,170.52,False
5261,male,white,14,160.0,False
5262,female,asian,19,160.24,False
5263,female,asian,19,137.3,False
5264,male,white,14,155.08,False
5265,male,black,28,166.2,False
5266,male,asian,21,164.83,False
5267,female,white,21,158.53,False
5268,female,asian,19,169.17,False
5269,male,hispanic,23,152.15,False
5270,male,asian,21,167.49,False
5271,female,asian,19,168.17,False
5272,male,asian,21,155.46,False
5273,female,asian,19,162.38,False
5274,female,white,21,156.43,False
5275,female,asian,19,147.85,False
5276,female,white,21,153.68,False
5277,female,black,29,158.28,False
5278,female,asian,19,159.52,False
5279,male,asian,21,146.55,False
5280,female,asian,19,168.3,False
5281,female,asian,19,164.35,False
5282,female,asian,19,148.24,False
5283,male,asian,21,175.98,False
5284,female,white,21,167.58,False
5285,female,black,29,164.36,False
5286,female,black,29,167.05,False
5287,female,black,29,163.48,False
5288,female,black,29,159.72,False
5289,female,asian,19,157.88,False
5290,female,asian,19,156.64,False
5291,female,asian,19,143.71,False
5292,female,asian,19,176.68,False
5293,female,white,21,160.36,False
5294,female,asian,19,157.59,False
5295,male,asian,21,158.37,False
5296,female,asian,19,137.29,False
5297,male,asian,21,151.03,False
5298,male,white,14,168.44,False
5299,male,white,14,161.89,False
5300,female,white,21,160.42,False
5301,male,white,14,144.66,False
5302,female,asian,19,155.19,False
5303,female,white,21,152.63,False
5304,male,white,14,156.88,False
5305,female,asian,19,139.0,False
5306,female,asian,19,154.41,False
5307,male,asian,21,161.3,False
5308,male,black,28,164.07,False
5309,male,black,28,155.38,False
5310,male,asian,21,160.55,False
5311,female,white,21,168.25,False
5312,female,white,21,163.35,False
5313,male,asian,21,155.82,False
5314,male,white,14,160.55,False
5315,female,asian,19,171.62,False
5316,female,black,29,162.53,False
5317,male,white,14,163.75,False
5318,female,asian,19,159.54,False
5319,female,asian,19,176.43,False
5320,female,asian,19,166.9,False
5321,female,black,29,177.71,False
5322,female,asian,19,166.38,False
5323,female,white,21,164.69,False
5324,female,asian,19,159.84,False
5325,female,asian,19,178.79,False
5326,male,white,14,150.53,False
5327,female,black,29,161.11,False
5328,female,asian,19,153.77,False
5329,female,white,21,169.65,False
5330,female,asian,19,159.58,False
5331,female,white,21,165.91,False
5332,female,white,21,151.35,False
5333,male,asian,21,155.74,False
5334,female,white,21,168.99,False
5335,female,black,29,151.54,False
5336,male,white,14,162.66,False
5337,male,white,14,151.67,False
5338,male,asian,21,169.35,False
5339,female,asian,19,180.39,False
5340,female,asian,19,158.64,False
5341,male,asian,21,151.8,False
5342,female,asian,19,165.92,False
5343,female,asian,19,173.09,False
5344,female,asian,19,151.27,False
5345,male,asian,21,156.42,False
5346,female,white,21,155.38,False
5347,male,white,14,167.05,False
5348,male,asian,21,156.41,False
5349,female,white,21,160.71,False
5350,male,white,14,164.3,True
5351,female,black,29,169.17,False
5352,female,asian,19,165.32,False
5353,male,asian,21,176.59,False
5354,male,asian,21,163.89,False
5355,male,black,28,165.07,False
5356,male,asian,21,176.28,False
5357,male,asian,21,175.7,True
5358,male,asian,21,153.85,False
5359,male,asian,21,167.22,False
5360,female,white,21,168.59,False
5361,male,asian,21,159.65,False
5362,male,black,28,159.66,False
5363,male,white,14,162.77,False
5364,female,white,21,162.24,False
5365,female,asian,19,167.28,False
5366,male,white,14,162.92,True
5367,male,asian,21,158.57,False
5368,male,white,14,154.89,False
5369,male,asian,21,156.16,False
5370,male,black,28,161.79,False
5371,male,white,14,175.87,False
5372,male,white,14,169.32,False
5373,female,white,21,149.42,False
5374,female,black,29,160.16,False
5375,female,white,21,163.06,False
5376,male,asian,21,160.7,False
5377,male,black,28,146.35,False
5378,male,white,14,151.77,False
5379,female,white,21,140.23,False
5380,female,asian,19,160.01,False
5381,male,asian,21,169.74,False
5382,female,asian,19,155.38,False
5383,male,asian,21,173.71,False
5384,male,asian,21,144.55,False
5385,female,asian,19,166.77,False
5386,female,asian,19,161.61,False
5387,female,black,29,171.29,False
5388,female,black,29,164.63,False
5389,male,asian,21,160.19,False
5390,female,asian,19,165.63,False
5391,male,asian,21,150.04,False
5392,female,white,21,167.72,False
5393,female,asian,19,160.02,False
5394,female,asian,19,154.9,False
5395,male,asian,21,163.22,False
5396,male,white,14,158.83,False
5397,male,white,14,163.44,False
5398,male,white,14,172.78,False
5399,female,white,21,154.7,False
5400,male,black,28,154.48,False
5401,male,white,14,158.17,False
5402,female,asian,19,148.14,False
5403,female,asian,19,154.75,False
5404,female,asian,19,153.23,False
5405,female,asian,19,164.67,False
5406,male,asian,21,165.27,False
5407,male,asian,21,167.72,False
5408,female,white,21,157.93,False
5409,male,black,28,163.05,False
5410,male,white,14,165.96,False
5411,female,white,21,160.65,False
5412,female,asian,19,169.3,False
5413,female,asian,19,152.3,False
5414,male,white,14,168.93,False
5415,female,asian,19,161.58,False
5416,female,white,21,150.32,False
5417,male,asian,21,155.4,False
5418,female,asian,19,154.99,False
5419,female,white,21,155.12,False
5420,female,white,21,149.44,False
5421,male,asian,21,168.98,False
5422,female,black,29,155.65,False
5423,female,asian,19,160.28,False
5424,female,white,21,166.53,False
5425,male,white,14,161.79,False
5426,male,black,28,177.57,False
5427,male,white,14,153.34,False
5428,male,white,14,164.31,False
5429,male,white,14,155.61,True
5430,female,black,29,164.55,False
5431,female,white,21,168.79,False
5432,female,white,21,153.97,False
5433,female,white,21,157.53,False
5434,female,white,21,153.23,False
5435,female,asian,19,151.24,False
5436,male,white,14,150.26,False
5437,female,asian,19,142.39,False
5438,female,white,21,156.27,False
5439,male,asian,21,152.27,False
5440,female,asian,19,155.44,False
5441,male,white,14,169.2,False
5442,female,white,21,159.88,False
5443,female,white,21,159.49,False
5444,male,white,14,169.67,False
5445,female,white,21,161.07,False
5446,female,white,21,156.54,False
5447,female,white,21,177.23,False
5448,male,asian,21,180.53,False
5449,female,asian,19,160.13,False
5450,male,white,14,157.19,False
5451,male,white,14,161.57,False
5452,male,asian,21,151.86,False
5453,male,asian,21,176.34,False
5454,male,white,14,160.23,False
5455,female,asian,19,153.77,False
5456,female,white,21,165.46,False
5457,male,asian,21,158.16,False
5458,male,asian,21,160.49,False
5459,male,asian,21,159.74,False
5460,female,white,21,178.39,False
5461,female,asian,19,162.1,False
5462,female,white,21,147.18,False
5463,female,asian,19,149.01,False
5464,female,white,21,166.35,False
5465,female,asian,19,144.71,False
5466,male,asian,21,177.95,False
5467,male,asian,21,160.66,False
5468,female,asian,19,155.2,False
5469,male,asian,21,173.11,False
5470,male,white,14,160.54,False
5471,female,white,21,163.78,False
5472,male,black,28,175.95,False
5473,female,asian,19,156.9,False
5474,male,black,28,157.0,False
5475,female,white,21,164.66,False
5476,male,black,28,165.95,False
5477,female,black,29,162.25,False
5478,female,black,29,145.76,False
5479,female,black,29,165.48,False
5480,female,asian,19,165.83,False
5481,female,white,21,153.53,False
5482,female,asian,19,165.87,False
5483,male,white,14,151.55,False
5484,male,white,14,159.58,False
5485,male,white,14,158.42,False
5486,female,black,29,157.41,False
5487,female,black,29,164.83,False
5488,male,white,14,160.89,False
5489,male,asian,21,162.56,False
5490,male,white,14,146.76,False
5491,female,asian,19,154.51,False
5492,female,white,21,162.03,False
5493,male,white,14,164.31,False
5494,male,hispanic,23,156.11,False
5495,male,black,28,157.52,False
5496,female,black,29,158.9,False
5497,female,white,21,164.4,False
5498,male,asian,21,146.28,False
5499,male,asian,21,164.49,False
5500,male,white,14,163.97,False
5501,male,white,14,166.35,False
5502,male,asian,21,165.1,False
5503,female,white,21,160.85,False
5504,female,black,29,158.44,False
5505,male,asian,21,172.86,False
5506,male,black,28,153.99,False
5507,female,asian,19,164.25,False
5508,male,white,14,145.12,False
5509,male,white,14,164.27,False
5510,male,asian,21,176.43,True
5511,female,asian,19,152.39,False
5512,female,black,29,152.57,False
5513,female,white,21,159.85,False
5514,female,asian,19,169.54,False
5515,female,asian,19,142.64,False
5516,male,white,14,162.76,False
5517,female,black,29,169.5,False
5518,female,asian,19,168.43,False
5519,female,black,29,170.13,False
5520,female,white,21,176.49,False
5521,male,asian,21,160.44,True
5522,female,black,29,169.14,False
5523,male,asian,21,165.93,False
5524,male,white,14,156.06,False
5525,male,white,14,166.3,False
5526,male,asian,21,155.07,True
5527,male,black,28,155.62,False
5528,female,white,21,161.91,False
5529,female,asian,19,180.58,False
5530,male,asian,21,159.53,False
5531,male,asian,21,165.7,False
5532,female,black,29,162.69,False
5533,female,white,21,155.63,False
5534,female,white,21,159.29,False
5535,female,black,29,157.85,False
5536,female,asian,19,159.35,False
5537,male,white,14,171.29,False
5538,female,asian,19,152.9,False
5539,male,white,14,160.14,False
5540,male,white,14,144.99,False
5541,male,asian,21,156.26,False
5542,male,white,14,158.32,True
5543,male,asian,21,158.28,False
5544,female,black,29,159.93,False
5545,male,asian,21,158.42,False
5546,male,asian,21,167.45,False
5547,male,asian,21,153.18,False
5548,male,asian,21,169.2,False
5549,male,asian,21,151.72,False
5550,male,asian,21,170.6,False
5551,female,black,29,155.6,False
5552,male,white,14,157.38,False
5553,female,black,29,166.24,False
5554,male,asian,21,164.46,False
5555,male,white,14,154.45,False
5556,male,asian,21,158.61,False
5557,female,white,21,151.68,False
5558,male,asian,21,170.71,False
5559,female,asian,19,157.32,False
5560,male,white,14,168.95,False
5561,male,black,28,164.76,False
5562,male,asian,21,165.57,False
5563,male,white,14,164.61,False
5564,male,black,28,188.35,False
5565,male,black,28,159.0,False
5566,female,asian,19,148.44,False
5567,male,asian,21,162.16,False
5568,male,asian,21,160.95,False
5569,male,black,28,154.44,False
5570,female,white,21,160.96,False
5571,male,white,14,164.3,False
5572,female,white,21,165.52,False
5573,female,black,29,168.86,False
5574,female,asian,19,153.15,False
5575,female,asian,19,162.47,False
5576,male,asian,21,158.92,False
5577,female,asian,19,158.01,False
5578,male,black,28,147.29,False
5579,female,white,21,148.6,False
5580,male,asian,21,162.74,False
5581,female,white,21,174.61,False
5582,female,black,29,157.5,True
5583,male,white,14,155.61,False
5584,female,white,21,154.79,False
5585,female,white,21,149.35,False
5586,female,black,29,161.33,False
5587,female,asian,19,166.88,False
5588,male,black,28,165.35,False
5589,male,black,28,161.8,False
5590,female,asian,19,155.28,False
5591,male,asian,21,160.28,False
5592,female,white,21,171.12,False
5593,male,white,14,151.63,False
5594,female,black,29,164.24,False
5595,male,black,28,151.08,False
5596,female,black,29,160.08,False
5597,female,white,21,178.55,False
5598,female,asian,19,154.21,False
5599,male,black,28,158.71,False
5600,male,white,14,164.54,False
5601,female,white,21,153.78,False
5602,male,asian,21,152.66,False
5603,male,asian,21,164.3,False
5604,female,asian,19,176.34,False
5605,male,black,28,166.62,False
5606,female,black,29,165.18,False
5607,female,asian,19,167.1,False
5608,male,asian,21,144.84,False
5609,male,asian,21,148.01,True
5610,female,black,29,154.36,False
5611,male,white,14,173.07,False
5612,male,black,28,145.75,False
5613,female,black,29,158.03,False
5614,female,asian,19,163.75,False
5615,male,white,14,167.46,False
5616,female,black,29,157.7,False
5617,male,white,14,159.52,False
5618,female,white,21,160.61,False
5619,female,black,29,165.06,False
5620,male,asian,21,157.77,True
5621,female,black,29,170.71,False
5622,female,white,21,161.62,False
5623,female,white,21,156.48,False
5624,male,black,28,165.62,False
5625,female,white,21,166.71,False
5626,female,white,21,138.79,False
5627,female,white,21,151.9,False
5628,male,asian,21,168.37,False
5629,female,black,29,160.49,False
5630,female,white,21,168.69,False
5631,male,hispanic,23,151.9,False
5632,female,black,29,159.92,False
5633,female,white,21,171.58,False
5634,female,black,29,163.34,False
5635,female,white,21,165.39,False
5636,male,asian,21,159.46,False
5637,male,asian,21,166.2,False
5638,male,white,14,166.48,True
5639,female,white,21,160.23,False
5640,male,black,28,161.31,False
5641,male,white,14,151.7,False
5642,male,asian,21,164.88,False
5643,male,asian,21,149.77,False
5644,male,white,14,171.44,False
5645,male,white,14,166.69,False
5646,male,asian,21,167.28,False
5647,female,white,21,153.84,False
5648,male,asian,21,151.28,False
5649,female,black,29,165.26,False
5650,male,white,14,145.39,False
5651,male,white,14,156.48,False
5652,female,asian,19,162.38,False
5653,female,asian,19,162.39,False
5654,male,asian,21,163.49,False
5655,female,black,29,159.59,False
5656,female,asian,19,170.18,False
5657,male,black,28,162.93,False
5658,female,black,29,161.09,False
5659,male,white,14,161.21,False
5660,female,white,21,151.72,False
5661,female,asian,19,157.35,False
5662,female,black,29,156.99,False
5663,male,white,14,147.03,False
5664,male,asian,21,171.35,False
5665,female,asian,19,158.45,False
5666,female,white,21,163.24,False
5667,female,asian,19,150.14,False
5668,male,white,14,166.19,False
5669,female,white,21,154.74,False
5670,male,white,14,160.58,False
5671,female,black,29,162.76,False
5672,female,asian,19,161.49,False
5673,male,asian,21,175.84,False
5674,female,asian,19,160.91,False
5675,male,white,14,154.21,True
5676,male,black,28,155.88,False
5677,male,asian,21,158.78,False
5678,female,black,29,160.13,False
5679,male,asian,21,159.92,False
5680,male,asian,21,145.63,False
5681,female,black,29,156.81,False
5682,male,white,14,151.9,False
5683,female,asian,19,151.68,False
5684,female,white,21,176.6,False
5685,male,asian,21,168.93,False
5686,female,white,21,161.8,False
5687,female,asian,19,163.96,False
5688,female,black,29,150.61,False
5689,female,asian,19,179.11,False
5690,male,white,14,167.92,False
5691,male,white,14,170.32,False
5692,female,white,21,154.83,False
5693,female,black,29,154.0,False
5694,male,white,14,160.17,False
5695,male,white,14,161.51,True
5696,female,white,21,166.07,False
5697,male,asian,21,154.58,False
5698,female,black,29,153.3,False
5699,female,asian,19,152.52,False
5700,male,white,14,171.76,False
5701,male,asian,21,160.16,False
5702,male,white,14,153.37,False
5703,male,asian,21,146.96,False
5704,female,white,21,164.97,False
5705,male,asian,21,152.36,False
5706,male,asian,21,165.26,False
5707,male,white,14,160.85,True
5708,female,white,21,154.19,False
5709,male,white,14,158.03,False
5710,male,asian,21,161.21,True
5711,female,asian,19,149.81,False
5712,male,asian,21,167.84,False
5713,female,white,21,172.41,False
5714,female,white,21,169.01,False
5715,male,black,28,164.17,False
5716,male,asian,21,171.99,False
5717,female,white,21,158.05,False
5718,female,black,29,158.72,False
5719,male,asian,21,159.32,False
5720,female,black,29,168.25,False
5721,female,asian,19,153.93,False
5722,male,black,28,171.61,False
5723,male,white,14,146.81,False
5724,female,white,21,168.39,False
5725,male,black,28,162.68,False
5726,female,white,21,159.94,False
5727,male,asian,21,151.94,False
5728,female,white,21,156.87,False
5729,male,asian,21,165.37,False
5730,female,white,21,168.69,False
5731,female,asian,19,160.01,False
5732,male,white,14,168.89,False
5733,male,hispanic,23,153.75,False
5734,male,asian,21,147.78,False
5735,male,asian,21,149.31,False
5736,male,black,28,151.57,False
5737,female,asian,19,161.01,False
5738,female,black,29,166.65,False
5739,male,black,28,152.26,False
5740,female,black,29,152.94,False
5741,male,asian,21,167.9,False
5742,female,white,21,160.17,False
5743,female,black,29,172.55,False
5744,female,white,21,158.24,False
5745,male,asian,21,165.5,False
5746,male,black,28,147.81,False
5747,female,white,21,161.58,False
5748,female,black,29,153.73,False
5749,male,white,14,150.52,False
5750,female,white,21,172.03,False
5751,male,black,28,149.78,False
5752,female,asian,19,160.82,False
5753,female,white,21,156.37,False
5754,female,asian,19,162.49,False
5755,female,asian,19,171.03,False
5756,male,asian,21,174.46,False
5757,female,white,21,169.82,False
5758,female,asian,19,165.59,False
5759,male,white,14,154.76,False
5760,male,white,14,168.38,False
5761,female,white,21,158.52,False
5762,female,asian,19,169.49,False
5763,female,asian,19,164.29,False
5764,female,white,21,149.68,False
5765,female,asian,19,165.33,False
5766,male,black,28,155.33,False
5767,male,black,28,157.16,False
5768,female,asian,19,159.82,False
5769,female,asian,19,168.5,False
5770,male,white,14,165.04,False
5771,male,asian,21,154.77,False
5772,female,white,21,163.43,False
5773,female,asian,19,161.2,False
5774,male,black,28,153.33,False
5775,male,asian,21,150.54,False
5776,male,white,14,162.56,False
5777,female,asian,19,157.76,False
5778,female,white,21,155.49,False
5779,female,asian,19,170.17,False
5780,male,white,14,158.98,False
5781,female,asian,19,157.67,False
5782,male,black,28,168.91,False
5783,male,white,14,171.13,False
5784,male,asian,21,173.9,True
5785,male,asian,21,162.77,False
5786,female,asian,19,159.6,False
5787,male,white,14,157.66,False
5788,female,black,29,159.82,False
5789,male,asian,21,162.32,False
5790,male,white,14,169.14,False
5791,male,asian,21,158.79,False
5792,male,asian,21,143.5,False
5793,female,black,29,156.98,False
5794,male,asian,21,156.24,False
5795,female,white,21,151.98,False
5796,male,white,14,162.85,False
5797,female,black,29,160.05,False
5798,male,white,14,168.12,False
5799,male,white,14,169.25,False
5800,male,black,28,140.05,False
5801,male,white,14,155.42,False
5802,male,white,14,167.5,False
5803,male,asian,21,148.59,False
5804,female,asian,19,159.34,False
5805,female,asian,19,146.02,False
5806,female,white,21,149.32,False
5807,male,black,28,157.79,False
5808,female,white,21,151.46,False
5809,male,white,14,168.42,False
5810,female,white,21,160.05,False
5811,male,asian,21,152.52,False
5812,male,hispanic,23,157.03,False
5813,male,asian,21,138.59,False
5814,male,white,14,162.61,False
5815,female,asian,19,165.73,False
5816,male,white,14,156.25,False
5817,male,white,14,161.77,False
5818,female,asian,19,177.24,False
5819,female,white,21,155.91,False
5820,female,asian,19,140.52,False
5821,female,asian,19,173.23,False
5822,male,black,28,174.62,False
5823,male,white,14,147.29,False
5824,male,white,14,154.0,False
5825,male,asian,21,164.41,False
5826,female,black,29,163.11,False
5827,female,white,21,175.05,False
5828,female,asian,19,150.57,False
5829,female,black,29,151.01,False
5830,female,black,29,161.31,False
5831,male,white,14,163.27,False
5832,female,asian,19,162.46,False
5833,female,asian,19,152.12,False
5834,male,black,28,159.72,False
5835,female,white,21,160.88,False
5836,female,asian,19,160.25,False
5837,female,black,29,160.73,False
5838,female,asian,19,147.33,False
5839,female,white,21,160.2,False
5840,male,asian,21,159.08,False
5841,male,asian,21,163.37,False
5842,female,white,21,163.75,False
5843,male,black,28,161.2,False
5844,female,white,21,154.58,False
5845,female,white,21,165.67,False
5846,female,white,21,149.04,False
5847,female,white,21,146.71,False
5848,male,white,14,159.28,False
5849,male,asian,21,171.67,False
5850,female,asian,19,155.64,False
5851,male,black,28,161.36,False
5852,female,asian,19,163.39,False
5853,male,asian,21,152.43,False
5854,male,white,14,158.08,False
5855,female,white,21,160.91,False
5856,male,white,14,166.63,False
5857,female,black,29,172.68,False
5858,male,asian,21,165.44,False
5859,male,asian,21,157.6,False
5860,female,asian,19,162.36,False
5861,female,black,29,169.3,False
5862,male,asian,21,167.74,False
5863,female,asian,19,165.73,False
5864,male,asian,21,172.26,False
5865,female,asian,19,154.52,False
5866,male,white,14,162.6,False
5867,female,white,21,156.74,False
5868,female,white,21,166.62,False
5869,female,asian,19,146.38,False
5870,male,white,14,155.97,False
5871,male,asian,21,165.51,False
5872,male,white,14,151.24,False
5873,male,white,14,163.19,False
5874,male,asian,21,150.14,False
5875,female,white,21,157.13,False
5876,female,black,29,169.1,False
5877,female,black,29,152.58,False
5878,male,white,14,143.31,False
5879,male,white,14,162.73,False
5880,male,white,14,165.95,False
5881,male,white,14,141.04,False
5882,female,asian,19,165.67,False
5883,female,asian,19,160.66,False
5884,male,black,28,163.45,False
5885,female,white,21,164.35,False
5886,male,black,28,162.7,False
5887,male,white,14,169.45,False
5888,male,asian,21,164.96,False
5889,female,white,21,163.73,False
5890,female,white,21,158.2,False
5891,female,black,29,156.61,False
5892,female,white,21,159.34,False
5893,female,black,29,154.21,False
5894,female,asian,19,162.31,False
5895,male,white,14,159.82,False
5896,female,asian,19,156.71,False
5897,female,white,21,150.02,False
5898,female,asian,19,161.91,False
5899,male,black,28,153.76,False
5900,female,white,21,157.71,False
5901,male,asian,21,162.4,False
5902,female,asian,19,171.26,False
5903,female,white,21,156.24,True
5904,female,asian,19,163.37,False
5905,male,black,28,168.84,False
5906,male,asian,21,159.23,False
5907,female,white,21,160.69,False
5908,female,asian,19,161.08,False
5909,male,white,14,150.92,False
5910,female,white,21,155.61,False
5911,male,asian,21,164.2,False
5912,female,asian,19,149.85,False
5913,male,asian,21,153.59,False
5914,female,asian,19,157.52,False
5915,male,asian,21,167.59,False
5916,male,white,14,172.38,True
5917,female,asian,19,150.25,False
5918,male,black,28,175.43,False
5919,female,white,21,155.85,False
